学号,学期,学院,专业,互评成绩,综测成绩,GPA,GPA排名,综测排名,专业人数
202300141,2024-2025-2,汽车工程学院,能源与动力工程,94.6,75.7,3.59,5,5,68
202300141,2025-2026-1,汽车工程学院,能源与动力工程,71.2,85.2,3.92,18,18,68
202300141,2025-2026-2,汽车工程学院,能源与动力工程,79.8,88.9,3.04,39,39,68
202300142,2023-2024-1,汽车工程学院,能源与动力工程,75.6,89.2,3.43,17,17,68
202300142,2023-2024-2,汽车工程学院,能源与动力工程,71.4,85.6,3.15,8,8,68
202300142,2024-2025-1,汽车工程学院,能源与动力工程,74.9,76.0,3.05,44,44,68
202300142,2024-2025-2,汽车工程学院,能源与动力工程,93.2,82.7,3.85,31,31,68
202300142,2025-2026-1,汽车工程学院,能源与动力工程,70.3,80.8,2.73,14,14,68
202300142,2025-2026-2,汽车工程学院,能源与动力工程,81.0,88.6,3.95,51,51,68
202300143,2023-2024-1,汽车工程学院,能源与动力工程,73.1,94.1,2.94,16,16,68
202300143,2023-2024-2,汽车工程学院,能源与动力工程,78.8,90.7,3.92,40,40,68
202300143,2024-2025-1,汽车工程学院,能源与动力工程,90.9,75.0,3.49,22,22,68
202300143,2024-2025-2,汽车工程学院,能源与动力工程,94.5,76.8,3.62,66,66,68
202300143,2025-2026-1,汽车工程学院,能源与动力工程,79.0,74.9,3.29,30,30,68
202300143,2025-2026-2,汽车工程学院,能源与动力工程,84.8,81.5,3.44,48,48,68
202300144,2023-2024-1,汽车工程学院,能源与动力工程,86.4,95.8,3.9,3,3,68
202300144,2023-2024-2,汽车工程学院,能源与动力工程,82.5,71.6,3.63,59,59,68
202300144,2024-2025-1,汽车工程学院,能源与动力工程,73.2,74.0,3.73,17,17,68
202300144,2024-2025-2,汽车工程学院,能源与动力工程,75.4,80.7,3.88,51,51,68
202300144,2025-2026-1,汽车工程学院,能源与动力工程,77.9,91.3,3.59,63,63,68
202300144,2025-2026-2,汽车工程学院,能源与动力工程,75.2,75.8,3.51,6,6,68
202300145,2023-2024-1,汽车工程学院,能源与动力工程,94.0,90.2,3.52,17,17,68
202300145,2023-2024-2,汽车工程学院,能源与动力工程,76.4,93.9,3.45,8,8,68
202300145,2024-2025-1,汽车工程学院,能源与动力工程,70.2,73.1,3.02,7,7,68
202300145,2024-2025-2,汽车工程学院,能源与动力工程,72.6,83.3,3.86,53,53,68
202300145,2025-2026-1,汽车工程学院,能源与动力工程,78.6,70.4,2.85,34,34,68
202300145,2025-2026-2,汽车工程学院,能源与动力工程,89.9,85.2,3.45,51,51,68
202300146,2023-2024-1,汽车工程学院,能源与动力工程,91.8,80.7,3.99,60,60,68
202300146,2023-2024-2,汽车工程学院,能源与动力工程,86.7,69.8,3.15,54,54,68
202300146,2024-2025-1,汽车工程学院,能源与动力工程,72.1,89.8,3.91,21,21,68
202300146,2024-2025-2,汽车工程学院,能源与动力工程,79.6,90.7,3.31,15,15,68
202300146,2025-2026-1,汽车工程学院,能源与动力工程,95.0,83.1,3.48,27,27,68
202300146,2025-2026-2,汽车工程学院,能源与动力工程,76.3,93.5,3.21,11,11,68
202300147,2023-2024-1,汽车工程学院,能源与动力工程,94.4,92.6,2.77,2,2,68
202300147,2023-2024-2,汽车工程学院,能源与动力工程,80.6,75.1,3.96,44,44,68
202300147,2024-2025-1,汽车工程学院,能源与动力工程,78.7,69.7,3.34,66,66,68
202300147,2024-2025-2,汽车工程学院,能源与动力工程,88.4,82.4,3.85,31,31,68
202300147,2025-2026-1,汽车工程学院,能源与动力工程,80.9,74.8,3.59,24,24,68
202300147,2025-2026-2,汽车工程学院,能源与动力工程,89.1,87.3,3.36,56,56,68
202300148,2023-2024-1,汽车工程学院,能源与动力工程,75.0,85.1,3.52,26,26,68
202300148,2023-2024-2,汽车工程学院,能源与动力工程,84.2,73.9,3.19,46,46,68
202300148,2024-2025-1,汽车工程学院,能源与动力工程,73.9,85.1,2.92,37,37,68
202300148,2024-2025-2,汽车工程学院,能源与动力工程,71.8,82.6,2.92,13,13,68
202300148,2025-2026-1,汽车工程学院,能源与动力工程,83.3,73.1,2.94,23,23,68
202300148,2025-2026-2,汽车工程学院,能源与动力工程,76.2,77.7,2.73,20,20,68
202300149,2023-2024-1,汽车工程学院,能源与动力工程,72.2,75.3,3.92,65,65,68
202300149,2023-2024-2,汽车工程学院,能源与动力工程,90.0,94.6,3.98,2,2,68
202300149,2024-2025-1,汽车工程学院,能源与动力工程,70.7,72.3,2.97,66,66,68
202300149,2024-2025-2,汽车工程学院,能源与动力工程,73.6,87.8,3.43,18,18,68
202300149,2025-2026-1,汽车工程学院,能源与动力工程,93.8,95.4,2.95,20,20,68
202300149,2025-2026-2,汽车工程学院,能源与动力工程,82.9,78.3,3.98,35,35,68
202300150,2023-2024-1,汽车工程学院,能源与动力工程,92.1,78.4,3.21,9,9,68
202300150,2023-2024-2,汽车工程学院,能源与动力工程,77.6,85.4,3.86,16,16,68
202300150,2024-2025-1,汽车工程学院,能源与动力工程,83.0,79.9,3.8,66,66,68
202300150,2024-2025-2,汽车工程学院,能源与动力工程,85.7,90.5,3.29,38,38,68
202300150,2025-2026-1,汽车工程学院,能源与动力工程,76.9,82.2,3.58,46,46,68
202300150,2025-2026-2,汽车工程学院,能源与动力工程,73.4,72.3,3.35,7,7,68
202300151,2023-2024-1,汽车工程学院,能源与动力工程,72.7,90.8,2.98,44,44,68
202300151,2023-2024-2,汽车工程学院,能源与动力工程,85.4,81.2,3.58,61,61,68
202300151,2024-2025-1,汽车工程学院,能源与动力工程,90.7,92.7,2.78,11,11,68
202300151,2024-2025-2,汽车工程学院,能源与动力工程,74.6,81.4,2.94,41,41,68
202300151,2025-2026-1,汽车工程学院,能源与动力工程,78.7,87.4,3.6,19,19,68
202300151,2025-2026-2,汽车工程学院,能源与动力工程,71.0,92.0,3.24,37,37,68
202300152,2023-2024-1,汽车工程学院,能源与动力工程,90.8,75.3,3.45,22,22,68
202300152,2023-2024-2,汽车工程学院,能源与动力工程,77.8,86.6,2.74,50,50,68
202300152,2024-2025-1,汽车工程学院,能源与动力工程,71.2,74.6,3.49,26,26,68
202300152,2024-2025-2,汽车工程学院,能源与动力工程,94.8,94.6,3.52,47,47,68
202300152,2025-2026-1,汽车工程学院,能源与动力工程,83.9,83.0,3.59,55,55,68
202300152,2025-2026-2,汽车工程学院,能源与动力工程,79.1,90.7,3.05,50,50,68
202300153,2023-2024-1,汽车工程学院,能源与动力工程,72.1,73.7,3.24,60,60,68
202300153,2023-2024-2,汽车工程学院,能源与动力工程,93.4,78.8,3.63,47,47,68
202300153,2024-2025-1,汽车工程学院,能源与动力工程,70.7,69.4,3.96,12,12,68
202300153,2024-2025-2,汽车工程学院,能源与动力工程,88.7,81.4,3.79,48,48,68
202300153,2025-2026-1,汽车工程学院,能源与动力工程,80.0,93.2,2.83,45,45,68
202300153,2025-2026-2,汽车工程学院,能源与动力工程,82.9,90.3,3.46,55,55,68
202300154,2023-2024-1,汽车工程学院,能源与动力工程,85.7,78.2,2.9,24,24,68
202300154,2023-2024-2,汽车工程学院,能源与动力工程,89.6,79.8,3.42,13,13,68
202300154,2024-2025-1,汽车工程学院,能源与动力工程,73.4,73.4,3.03,59,59,68
202300154,2024-2025-2,汽车工程学院,能源与动力工程,74.0,81.6,3.9,21,21,68
202300154,2025-2026-1,汽车工程学院,能源与动力工程,76.9,72.2,3.0,56,56,68
202300154,2025-2026-2,汽车工程学院,能源与动力工程,74.1,83.0,3.24,13,13,68
202300155,2023-2024-1,汽车工程学院,能源与动力工程,76.5,89.2,3.06,42,42,68
202300155,2023-2024-2,汽车工程学院,能源与动力工程,78.3,88.1,3.28,55,55,68
202300155,2024-2025-1,汽车工程学院,能源与动力工程,93.1,79.5,3.75,61,61,68
202300155,2024-2025-2,汽车工程学院,能源与动力工程,90.8,74.6,3.28,53,53,68
202300155,2025-2026-1,汽车工程学院,能源与动力工程,71.3,80.8,3.6,56,56,68
202300155,2025-2026-2,汽车工程学院,能源与动力工程,70.2,87.2,2.92,50,50,68
202300156,2023-2024-1,汽车工程学院,能源与动力工程,87.7,73.3,3.74,33,33,68
202300156,2023-2024-2,汽车工程学院,能源与动力工程,88.3,94.8,3.62,10,10,68
202300156,2024-2025-1,汽车工程学院,能源与动力工程,93.5,89.1,3.29,52,52,68
202300156,2024-2025-2,汽车工程学院,能源与动力工程,80.5,90.8,2.82,24,24,68
202300156,2025-2026-1,汽车工程学院,能源与动力工程,90.1,69.0,2.86,4,4,68
202300156,2025-2026-2,汽车工程学院,能源与动力工程,75.3,86.0,3.81,18,18,68
202300157,2023-2024-1,汽车工程学院,能源与动力工程,79.6,83.4,3.36,28,28,68
202300157,2023-2024-2,汽车工程学院,能源与动力工程,71.0,86.2,3.03,14,14,68
202300157,2024-2025-1,汽车工程学院,能源与动力工程,89.9,73.2,3.23,66,66,68
202300157,2024-2025-2,汽车工程学院,能源与动力工程,71.8,75.4,3.8,55,55,68
202300157,2025-2026-1,汽车工程学院,能源与动力工程,94.9,78.4,3.36,50,50,68
202300157,2025-2026-2,汽车工程学院,能源与动力工程,75.4,71.5,2.78,13,13,68
202300158,2023-2024-1,汽车工程学院,能源与动力工程,70.5,88.2,3.33,4,4,68
202300158,2023-2024-2,汽车工程学院,能源与动力工程,84.2,88.8,3.02,34,34,68
202300158,2024-2025-1,汽车工程学院,能源与动力工程,77.8,78.4,3.05,40,40,68
202300158,2024-2025-2,汽车工程学院,能源与动力工程,82.4,71.6,3.03,15,15,68
202300158,2025-2026-1,汽车工程学院,能源与动力工程,86.1,77.7,3.77,40,40,68
202300158,2025-2026-2,汽车工程学院,能源与动力工程,83.2,84.8,3.68,24,24,68
202300159,2023-2024-1,汽车工程学院,能源与动力工程,84.5,80.0,2.83,56,56,68
202300159,2023-2024-2,汽车工程学院,能源与动力工程,84.7,87.6,2.88,16,16,68
202300159,2024-2025-1,汽车工程学院,能源与动力工程,91.0,94.6,2.75,12,12,68
202300159,2024-2025-2,汽车工程学院,能源与动力工程,85.8,86.2,2.93,16,16,68
202300159,2025-2026-1,汽车工程学院,能源与动力工程,71.2,82.9,3.8,47,47,68
202300159,2025-2026-2,汽车工程学院,能源与动力工程,93.4,90.4,3.08,67,67,68
202300160,2023-2024-1,汽车工程学院,能源与动力工程,74.3,88.9,3.87,55,55,68
202300160,2023-2024-2,汽车工程学院,能源与动力工程,88.6,82.3,3.21,49,49,68
202300160,2024-2025-1,汽车工程学院,能源与动力工程,90.9,87.9,3.63,35,35,68
202300160,2024-2025-2,汽车工程学院,能源与动力工程,72.4,90.7,3.45,43,43,68
202300160,2025-2026-1,汽车工程学院,能源与动力工程,74.7,94.0,3.26,64,64,68
202300160,2025-2026-2,汽车工程学院,能源与动力工程,81.7,70.5,3.26,17,17,68
202300161,2023-2024-1,汽车工程学院,能源与动力工程,77.0,70.4,3.61,18,18,68
202300161,2023-2024-2,汽车工程学院,能源与动力工程,80.1,69.1,3.11,21,21,68
202300161,2024-2025-1,汽车工程学院,能源与动力工程,71.9,94.1,3.17,25,25,68
202300161,2024-2025-2,汽车工程学院,能源与动力工程,86.5,89.8,3.97,23,23,68
202300161,2025-2026-1,汽车工程学院,能源与动力工程,88.8,92.7,3.08,51,51,68
202300161,2025-2026-2,汽车工程学院,能源与动力工程,78.4,90.2,3.98,18,18,68
202300162,2023-2024-1,汽车工程学院,能源与动力工程,72.3,68.4,3.66,11,11,68
202300162,2023-2024-2,汽车工程学院,能源与动力工程,73.3,68.6,3.0,27,27,68
202300162,2024-2025-1,汽车工程学院,能源与动力工程,88.4,68.5,3.45,37,37,68
202300162,2024-2025-2,汽车工程学院,能源与动力工程,85.7,87.1,3.86,62,62,68
202300162,2025-2026-1,汽车工程学院,能源与动力工程,74.6,95.3,3.89,3,3,68
202300162,2025-2026-2,汽车工程学院,能源与动力工程,91.9,74.8,3.11,38,38,68
202300163,2023-2024-1,汽车工程学院,能源与动力工程,85.4,71.8,3.3,3,3,68
202300163,2023-2024-2,汽车工程学院,能源与动力工程,88.6,74.9,3.08,10,10,68
202300163,2024-2025-1,汽车工程学院,能源与动力工程,78.3,81.9,3.14,4,4,68
202300163,2024-2025-2,汽车工程学院,能源与动力工程,77.8,71.4,3.72,67,67,68
202300163,2025-2026-1,汽车工程学院,能源与动力工程,82.2,81.3,3.67,9,9,68
202300163,2025-2026-2,汽车工程学院,能源与动力工程,92.4,91.2,2.96,16,16,68
202300164,2023-2024-1,汽车工程学院,能源与动力工程,75.4,85.3,3.25,66,66,68
202300164,2023-2024-2,汽车工程学院,能源与动力工程,75.0,84.0,2.95,57,57,68
202300164,2024-2025-1,汽车工程学院,能源与动力工程,71.5,85.9,2.91,51,51,68
202300164,2024-2025-2,汽车工程学院,能源与动力工程,94.4,70.7,3.52,51,51,68
202300164,2025-2026-1,汽车工程学院,能源与动力工程,88.2,91.5,3.62,12,12,68
202300164,2025-2026-2,汽车工程学院,能源与动力工程,84.5,93.9,3.6,27,27,68
202300165,2023-2024-1,汽车工程学院,能源与动力工程,80.7,95.8,3.71,40,40,68
202300165,2023-2024-2,汽车工程学院,能源与动力工程,87.7,77.2,3.58,51,51,68
202300165,2024-2025-1,汽车工程学院,能源与动力工程,75.6,88.8,3.58,10,10,68
202300165,2024-2025-2,汽车工程学院,能源与动力工程,85.2,77.6,3.82,61,61,68
202300165,2025-2026-1,汽车工程学院,能源与动力工程,92.9,84.1,3.82,42,42,68
202300165,2025-2026-2,汽车工程学院,能源与动力工程,86.6,88.2,3.57,13,13,68
202300166,2023-2024-1,汽车工程学院,能源与动力工程,73.9,69.8,3.53,3,3,68
202300166,2023-2024-2,汽车工程学院,能源与动力工程,88.1,73.5,3.95,23,23,68
202300166,2024-2025-1,汽车工程学院,能源与动力工程,75.6,70.8,2.78,66,66,68
202300166,2024-2025-2,汽车工程学院,能源与动力工程,73.9,68.2,3.22,24,24,68
202300166,2025-2026-1,汽车工程学院,能源与动力工程,90.6,95.5,2.85,40,40,68
202300166,2025-2026-2,汽车工程学院,能源与动力工程,83.1,77.3,3.64,10,10,68
202300167,2023-2024-1,汽车工程学院,能源与动力工程,82.0,82.4,3.93,49,49,68
202300167,2023-2024-2,汽车工程学院,能源与动力工程,79.5,76.6,2.89,14,14,68
202300167,2024-2025-1,汽车工程学院,能源与动力工程,80.6,71.0,3.14,12,12,68
202300167,2024-2025-2,汽车工程学院,能源与动力工程,84.2,84.5,3.36,28,28,68
202300167,2025-2026-1,汽车工程学院,能源与动力工程,91.4,95.5,3.07,58,58,68
202300167,2025-2026-2,汽车工程学院,能源与动力工程,89.5,70.0,3.34,21,21,68
202300168,2023-2024-1,汽车工程学院,能源与动力工程,73.2,89.9,2.85,40,40,68
202300168,2023-2024-2,汽车工程学院,能源与动力工程,90.7,78.3,2.92,63,63,68
202300168,2024-2025-1,汽车工程学院,能源与动力工程,89.2,78.7,2.85,12,12,68
202300168,2024-2025-2,汽车工程学院,能源与动力工程,90.1,94.7,3.85,57,57,68
202300168,2025-2026-1,汽车工程学院,能源与动力工程,90.9,73.5,3.45,38,38,68
202300168,2025-2026-2,汽车工程学院,能源与动力工程,72.8,91.8,3.25,10,10,68
202300169,2023-2024-1,汽车工程学院,能源与动力工程,82.3,69.5,3.29,32,32,68
202300169,2023-2024-2,汽车工程学院,能源与动力工程,83.0,90.2,3.89,28,28,68
202300169,2024-2025-1,汽车工程学院,能源与动力工程,94.6,87.2,3.06,43,43,68
202300169,2024-2025-2,汽车工程学院,能源与动力工程,80.4,71.4,3.4,68,68,68
202300169,2025-2026-1,汽车工程学院,能源与动力工程,91.0,88.2,3.41,21,21,68
202300169,2025-2026-2,汽车工程学院,能源与动力工程,77.6,81.2,2.78,46,46,68
202300170,2023-2024-1,汽车工程学院,能源与动力工程,75.9,86.6,3.11,8,8,68
202300170,2023-2024-2,汽车工程学院,能源与动力工程,92.4,77.4,3.2,56,56,68
202300170,2024-2025-1,汽车工程学院,能源与动力工程,91.5,95.5,3.86,56,56,68
202300170,2024-2025-2,汽车工程学院,能源与动力工程,79.5,86.3,3.42,20,20,68
202300170,2025-2026-1,汽车工程学院,能源与动力工程,85.4,93.5,3.32,58,58,68
202300170,2025-2026-2,汽车工程学院,能源与动力工程,94.5,93.3,3.7,55,55,68
202300171,2023-2024-1,汽车工程学院,能源与动力工程,77.9,92.0,3.33,35,35,68
202300171,2023-2024-2,汽车工程学院,能源与动力工程,85.4,91.7,2.81,62,62,68
202300171,2024-2025-1,汽车工程学院,能源与动力工程,91.7,88.9,3.81,23,23,68
202300171,2024-2025-2,汽车工程学院,能源与动力工程,91.5,86.1,3.44,39,39,68
202300171,2025-2026-1,汽车工程学院,能源与动力工程,83.4,70.4,2.71,24,24,68
202300171,2025-2026-2,汽车工程学院,能源与动力工程,77.3,95.1,3.48,7,7,68
202300172,2023-2024-1,汽车工程学院,能源与动力工程,80.3,78.1,3.89,65,65,68
202300172,2023-2024-2,汽车工程学院,能源与动力工程,92.4,87.6,3.8,63,63,68
202300172,2024-2025-1,汽车工程学院,能源与动力工程,72.1,86.9,3.07,60,60,68
202300172,2024-2025-2,汽车工程学院,能源与动力工程,72.4,89.0,3.51,23,23,68
202300172,2025-2026-1,汽车工程学院,能源与动力工程,91.0,86.2,3.51,62,62,68
202300172,2025-2026-2,汽车工程学院,能源与动力工程,78.5,81.4,3.37,28,28,68
202300173,2023-2024-1,汽车工程学院,能源与动力工程,71.8,83.0,3.86,36,36,68
202300173,2023-2024-2,汽车工程学院,能源与动力工程,78.2,72.5,3.63,43,43,68
202300173,2024-2025-1,汽车工程学院,能源与动力工程,79.9,75.0,3.45,6,6,68
202300173,2024-2025-2,汽车工程学院,能源与动力工程,75.0,79.6,3.9,27,27,68
202300173,2025-2026-1,汽车工程学院,能源与动力工程,74.9,87.2,2.94,38,38,68
202300173,2025-2026-2,汽车工程学院,能源与动力工程,87.7,69.8,3.49,28,28,68
202300174,2023-2024-1,汽车工程学院,能源与动力工程,80.5,68.0,3.0,28,28,68
202300174,2023-2024-2,汽车工程学院,能源与动力工程,74.4,69.8,3.58,48,48,68
202300174,2024-2025-1,汽车工程学院,能源与动力工程,84.9,78.6,3.97,58,58,68
202300174,2024-2025-2,汽车工程学院,能源与动力工程,73.7,74.6,3.5,54,54,68
202300174,2025-2026-1,汽车工程学院,能源与动力工程,78.4,86.5,3.55,67,67,68
202300174,2025-2026-2,汽车工程学院,能源与动力工程,84.9,87.2,2.91,28,28,68
202300175,2023-2024-1,汽车工程学院,能源与动力工程,79.6,74.4,3.23,63,63,68
202300175,2023-2024-2,汽车工程学院,能源与动力工程,72.7,68.1,3.63,59,59,68
202300175,2024-2025-1,汽车工程学院,能源与动力工程,70.5,72.1,3.54,2,2,68
202300175,2024-2025-2,汽车工程学院,能源与动力工程,81.3,70.0,3.29,16,16,68
202300175,2025-2026-1,汽车工程学院,能源与动力工程,94.2,78.1,2.89,66,66,68
202300175,2025-2026-2,汽车工程学院,能源与动力工程,92.2,76.3,2.87,8,8,68
202300176,2023-2024-1,汽车工程学院,能源与动力工程,88.3,73.8,3.07,40,40,68
202300176,2023-2024-2,汽车工程学院,能源与动力工程,73.4,68.4,4.0,20,20,68
202300176,2024-2025-1,汽车工程学院,能源与动力工程,80.9,79.0,3.88,59,59,68
202300176,2024-2025-2,汽车工程学院,能源与动力工程,89.2,72.0,3.54,63,63,68
202300176,2025-2026-1,汽车工程学院,能源与动力工程,94.5,71.2,3.49,60,60,68
202300176,2025-2026-2,汽车工程学院,能源与动力工程,71.3,81.8,3.67,63,63,68
202300177,2023-2024-1,汽车工程学院,能源与动力工程,80.3,89.6,3.77,27,27,68
202300177,2023-2024-2,汽车工程学院,能源与动力工程,70.1,87.9,3.82,9,9,68
202300177,2024-2025-1,汽车工程学院,能源与动力工程,72.6,78.3,3.38,18,18,68
202300177,2024-2025-2,汽车工程学院,能源与动力工程,81.3,89.5,2.79,62,62,68
202300177,2025-2026-1,汽车工程学院,能源与动力工程,84.4,85.9,3.43,50,50,68
202300177,2025-2026-2,汽车工程学院,能源与动力工程,72.2,74.3,3.05,45,45,68
202300178,2023-2024-1,汽车工程学院,能源与动力工程,92.0,74.1,3.25,25,25,68
202300178,2023-2024-2,汽车工程学院,能源与动力工程,72.3,79.7,3.05,38,38,68
202300178,2024-2025-1,汽车工程学院,能源与动力工程,89.1,72.2,3.84,34,34,68
202300178,2024-2025-2,汽车工程学院,能源与动力工程,83.5,86.6,3.83,8,8,68
202300178,2025-2026-1,汽车工程学院,能源与动力工程,94.1,69.4,3.96,57,57,68
202300178,2025-2026-2,汽车工程学院,能源与动力工程,86.3,72.2,3.0,16,16,68
202300179,2023-2024-1,汽车工程学院,能源与动力工程,84.0,70.0,2.73,1,1,68
202300179,2023-2024-2,汽车工程学院,能源与动力工程,92.5,73.1,3.46,56,56,68
202300179,2024-2025-1,汽车工程学院,能源与动力工程,74.6,93.6,3.9,22,22,68
202300179,2024-2025-2,汽车工程学院,能源与动力工程,89.2,92.6,2.93,22,22,68
202300179,2025-2026-1,汽车工程学院,能源与动力工程,93.0,77.6,3.7,44,44,68
202300179,2025-2026-2,汽车工程学院,能源与动力工程,79.1,69.8,2.99,3,3,68
202300180,2023-2024-1,汽车工程学院,能源与动力工程,89.8,69.2,2.99,61,61,68
202300180,2023-2024-2,汽车工程学院,能源与动力工程,87.2,86.3,3.12,46,46,68
202300180,2024-2025-1,汽车工程学院,能源与动力工程,75.3,70.7,3.41,56,56,68
202300180,2024-2025-2,汽车工程学院,能源与动力工程,81.3,73.8,3.86,64,64,68
202300180,2025-2026-1,汽车工程学院,能源与动力工程,81.9,74.1,2.81,68,68,68
202300180,2025-2026-2,汽车工程学院,能源与动力工程,92.1,93.0,2.83,13,13,68
202300181,2023-2024-1,汽车工程学院,能源与动力工程,73.3,91.6,2.71,46,46,68
202300181,2023-2024-2,汽车工程学院,能源与动力工程,91.7,94.2,3.88,68,68,68
202300181,2024-2025-1,汽车工程学院,能源与动力工程,71.3,76.9,3.61,43,43,68
202300181,2024-2025-2,汽车工程学院,能源与动力工程,88.2,94.6,3.76,44,44,68
202300181,2025-2026-1,汽车工程学院,能源与动力工程,91.7,79.5,3.85,8,8,68
202300181,2025-2026-2,汽车工程学院,能源与动力工程,85.3,87.7,2.76,25,25,68
202300182,2023-2024-1,汽车工程学院,能源与动力工程,84.2,80.9,3.17,62,62,68
202300182,2023-2024-2,汽车工程学院,能源与动力工程,73.1,86.0,3.35,17,17,68
202300182,2024-2025-1,汽车工程学院,能源与动力工程,71.1,90.9,3.78,57,57,68
202300182,2024-2025-2,汽车工程学院,能源与动力工程,87.4,93.1,3.01,52,52,68
202300182,2025-2026-1,汽车工程学院,能源与动力工程,92.3,91.0,3.89,62,62,68
202300182,2025-2026-2,汽车工程学院,能源与动力工程,89.9,93.3,2.78,61,61,68
202300183,2023-2024-1,汽车工程学院,能源与动力工程,71.2,92.4,3.79,42,42,68
202300183,2023-2024-2,汽车工程学院,能源与动力工程,94.1,85.7,2.72,29,29,68
202300183,2024-2025-1,汽车工程学院,能源与动力工程,78.0,84.3,3.74,65,65,68
202300183,2024-2025-2,汽车工程学院,能源与动力工程,81.8,78.4,3.51,23,23,68
202300183,2025-2026-1,汽车工程学院,能源与动力工程,93.4,92.6,3.84,41,41,68
202300183,2025-2026-2,汽车工程学院,能源与动力工程,83.9,90.0,3.86,47,47,68
202300184,2023-2024-1,汽车工程学院,能源与动力工程,80.9,91.3,3.65,41,41,68
202300184,2023-2024-2,汽车工程学院,能源与动力工程,70.8,88.6,3.17,9,9,68
202300184,2024-2025-1,汽车工程学院,能源与动力工程,86.9,69.7,3.6,12,12,68
202300184,2024-2025-2,汽车工程学院,能源与动力工程,93.3,68.2,3.37,36,36,68
202300184,2025-2026-1,汽车工程学院,能源与动力工程,83.9,93.6,2.92,4,4,68
202300184,2025-2026-2,汽车工程学院,能源与动力工程,79.7,75.0,3.36,12,12,68
202300185,2023-2024-1,汽车工程学院,能源与动力工程,83.6,93.7,2.94,14,14,68
202300185,2023-2024-2,汽车工程学院,能源与动力工程,73.5,86.9,4.0,19,19,68
202300185,2024-2025-1,汽车工程学院,能源与动力工程,70.8,86.9,2.87,59,59,68
202300185,2024-2025-2,汽车工程学院,能源与动力工程,91.5,91.1,2.73,3,3,68
202300185,2025-2026-1,汽车工程学院,能源与动力工程,85.4,89.4,3.06,34,34,68
202300185,2025-2026-2,汽车工程学院,能源与动力工程,72.2,79.0,2.7,59,59,68
202300186,2023-2024-1,汽车工程学院,能源与动力工程,79.9,81.9,3.44,49,49,68
202300186,2023-2024-2,汽车工程学院,能源与动力工程,87.7,93.8,3.82,59,59,68
202300186,2024-2025-1,汽车工程学院,能源与动力工程,70.4,69.6,3.74,19,19,68
202300186,2024-2025-2,汽车工程学院,能源与动力工程,87.4,75.4,3.06,7,7,68
202300186,2025-2026-1,汽车工程学院,能源与动力工程,82.7,68.1,3.97,30,30,68
202300186,2025-2026-2,汽车工程学院,能源与动力工程,92.3,72.6,3.52,11,11,68
202300187,2023-2024-1,汽车工程学院,能源与动力工程,71.8,75.8,3.72,13,13,68
202300187,2023-2024-2,汽车工程学院,能源与动力工程,72.7,79.6,3.33,42,42,68
202300187,2024-2025-1,汽车工程学院,能源与动力工程,80.2,76.4,3.64,45,45,68
202300187,2024-2025-2,汽车工程学院,能源与动力工程,89.9,76.3,3.35,23,23,68
202300187,2025-2026-1,汽车工程学院,能源与动力工程,73.2,88.6,3.06,55,55,68
202300187,2025-2026-2,汽车工程学院,能源与动力工程,73.1,71.7,2.73,4,4,68
202300188,2023-2024-1,汽车工程学院,能源与动力工程,75.5,68.5,3.17,53,53,68
202300188,2023-2024-2,汽车工程学院,能源与动力工程,72.4,94.6,3.53,61,61,68
202300188,2024-2025-1,汽车工程学院,能源与动力工程,85.3,81.1,3.9,60,60,68
202300188,2024-2025-2,汽车工程学院,能源与动力工程,80.7,88.0,3.79,2,2,68
202300188,2025-2026-1,汽车工程学院,能源与动力工程,70.3,72.6,2.89,10,10,68
202300188,2025-2026-2,汽车工程学院,能源与动力工程,91.7,73.1,2.86,8,8,68
202300189,2023-2024-1,汽车工程学院,能源与动力工程,81.8,71.4,3.44,1,1,68
202300189,2023-2024-2,汽车工程学院,能源与动力工程,87.6,90.1,3.87,22,22,68
202300189,2024-2025-1,汽车工程学院,能源与动力工程,93.5,80.7,3.59,47,47,68
202300189,2024-2025-2,汽车工程学院,能源与动力工程,80.8,73.2,3.06,56,56,68
202300189,2025-2026-1,汽车工程学院,能源与动力工程,92.1,70.7,3.7,61,61,68
202300189,2025-2026-2,汽车工程学院,能源与动力工程,86.5,75.3,2.81,46,46,68
202300190,2023-2024-1,汽车工程学院,能源与动力工程,90.5,90.9,3.67,5,5,68
202300190,2023-2024-2,汽车工程学院,能源与动力工程,86.4,81.8,3.91,14,14,68
202300190,2024-2025-1,汽车工程学院,能源与动力工程,86.7,88.6,3.14,19,19,68
202300190,2024-2025-2,汽车工程学院,能源与动力工程,74.4,92.7,2.82,56,56,68
202300190,2025-2026-1,汽车工程学院,能源与动力工程,91.1,96.0,2.96,61,61,68
202300190,2025-2026-2,汽车工程学院,能源与动力工程,89.9,78.9,2.85,33,33,68
202300191,2023-2024-1,汽车工程学院,能源与动力工程,73.8,81.2,3.18,65,65,68
202300191,2023-2024-2,汽车工程学院,能源与动力工程,82.6,93.4,2.97,53,53,68
202300191,2024-2025-1,汽车工程学院,能源与动力工程,93.0,94.8,3.94,63,63,68
202300191,2024-2025-2,汽车工程学院,能源与动力工程,86.5,76.1,3.66,49,49,68
202300191,2025-2026-1,汽车工程学院,能源与动力工程,76.9,93.8,3.07,56,56,68
202300191,2025-2026-2,汽车工程学院,能源与动力工程,88.8,86.1,3.66,9,9,68
